Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Product_ID,Sales,Discount
2286,CA-2017-112676,5/5/2017,5/8/2017,First Class,PJ/18835,OFF-PA-10003971,215280,0.01
2287,CA-2018-165687,11/17/2018,11/23/2018,Standard Class,CS/12355,OFF-AP-10004036,525600,0.03
2288,US-2018-112928,6/1/2018,6/5/2018,Second Class,BB/10990,OFF-AP-10002287,262200,0.02
2289,CA-2018-143343,6/10/2018,6/13/2018,First Class,BW/11200,OFF-AR-10002375,246000,0.02
2290,CA-2018-115154,1/8/2018,1/11/2018,First Class,RS/19420,FUR-TA-10001950,13394700,0.03
2291,CA-2016-149342,4/20/2016,4/25/2016,Standard Class,TS/21160,TEC-PH-10001557,4319550,0.01
2292,CA-2016-149342,4/20/2016,4/25/2016,Standard Class,TS/21160,FUR-FU-10002937,8930700,0.03
2293,CA-2016-149342,4/20/2016,4/25/2016,Standard Class,TS/21160,OFF-PA-10001166,194400,0.03
2294,CA-2016-130995,11/1/2016,11/6/2016,Standard Class,QJ/19255,TEC-PH-10000347,74250,0.01
2295,CA-2018-127929,12/23/2018,12/27/2018,Standard Class,FM/14215,FUR-FU-10003708,2729250,0.01
2296,CA-2016-113145,11/1/2016,11/5/2016,Standard Class,VD/21670,OFF-PA-10002659,202800,0.01
2297,CA-2016-113145,11/1/2016,11/5/2016,Standard Class,VD/21670,FUR-FU-10000965,3895500,0.01
2298,CA-2016-113145,11/1/2016,11/5/2016,Standard Class,VD/21670,TEC-PH-10001527,644250,0.01
2299,CA-2016-113145,11/1/2016,11/5/2016,Standard Class,VD/21670,TEC-AC-10001838,20998950,0.01
2300,CA-2016-113145,11/1/2016,11/5/2016,Standard Class,VD/21670,TEC-PH-10002597,7559400,0.01
2301,CA-2015-162362,11/14/2015,11/18/2015,Standard Class,JL/15505,OFF-BI-10000756,190800,0.02
2302,CA-2015-162362,11/14/2015,11/18/2015,Standard Class,JL/15505,OFF-BI-10000546,172800,0.03
2303,CA-2017-106558,1/17/2017,1/21/2017,Standard Class,DL/13495,TEC-AC-10001142,4740000,0.01
2304,CA-2018-157931,9/17/2018,9/22/2018,Second Class,MO/17800,FUR-CH-10000785,10858800,0.02
2305,CA-2018-157931,9/17/2018,9/22/2018,Second Class,MO/17800,OFF-PA-10000474,1594800,0.01
2306,CA-2017-115574,12/23/2017,12/24/2017,First Class,BP/11185,FUR-BO-10003441,2120580,0.01
2307,CA-2016-160794,8/6/2016,8/8/2016,First Class,MS/17980,OFF-PA-10004156,408240,0.02
2308,CA-2018-116225,11/5/2018,11/9/2018,Standard Class,SV/20935,TEC-AC-10001432,5861250,0.01
2309,US-2018-120418,6/11/2018,6/12/2018,First Class,BC/11125,FUR-CH-10001394,4211880,0.01
2310,US-2018-120418,6/11/2018,6/12/2018,First Class,BC/11125,OFF-ST-10002370,1026720,0.03
2311,US-2018-120418,6/11/2018,6/12/2018,First Class,BC/11125,OFF-AR-10002956,1320600,0.01
2312,US-2018-120418,6/11/2018,6/12/2018,First Class,BC/11125,OFF-AR-10001955,238080,0.03
2313,US-2018-120418,6/11/2018,6/12/2018,First Class,BC/11125,OFF-ST-10001809,3233880,0.03
2314,CA-2018-122035,7/20/2018,7/25/2018,Standard Class,EM/13825,OFF-LA-10004093,219300,0.01
2315,CA-2018-122035,7/20/2018,7/25/2018,Standard Class,EM/13825,OFF-AP-10002118,6244800,0.02
2316,CA-2018-122035,7/20/2018,7/25/2018,Standard Class,EM/13825,OFF-BI-10000404,645000,0.01
2317,CA-2018-122035,7/20/2018,7/25/2018,Standard Class,EM/13825,FUR-CH-10003833,2744100,0.03
2318,CA-2018-122035,7/20/2018,7/25/2018,Standard Class,EM/13825,OFF-BI-10002072,912450,0.01
2319,CA-2018-122035,7/20/2018,7/25/2018,Standard Class,EM/13825,TEC-AC-10003095,5849550,0.02
2320,CA-2016-117828,12/23/2016,12/26/2016,First Class,BD/11500,OFF-AP-10001563,2914800,0.01
2321,CA-2018-165491,3/20/2018,3/24/2018,Standard Class,HW/14935,TEC-AC-10000358,3988950,0.03
2322,CA-2016-109470,12/31/2016,1/3/2017,Second Class,KC/16255,OFF-BI-10004492,1421100,0.02
2323,CA-2016-109470,12/31/2016,1/3/2017,Second Class,KC/16255,OFF-BI-10001072,909600,0.03
2324,CA-2016-109470,12/31/2016,1/3/2017,Second Class,KC/16255,OFF-BI-10003707,1144500,0.01
2325,CA-2016-109470,12/31/2016,1/3/2017,Second Class,KC/16255,OFF-BI-10000977,5472000,0.03
2326,CA-2016-105102,9/15/2016,9/19/2016,Second Class,BM/11575,OFF-BI-10002082,1198080,0.02
2327,CA-2016-105102,9/15/2016,9/19/2016,Second Class,BM/11575,FUR-BO-10004709,695760,0.03
2328,CA-2016-105102,9/15/2016,9/19/2016,Second Class,BM/11575,OFF-PA-10002365,194400,0.03
2329,CA-2018-138422,9/23/2018,9/26/2018,First Class,KN/16705,OFF-EN-10004147,215280,0.03
2330,US-2016-147739,12/25/2016,12/29/2016,Standard Class,JD/16150,FUR-FU-10001468,8207040,0.02
2331,CA-2017-155187,9/24/2017,9/26/2017,Second Class,LA/16780,OFF-ST-10000642,629400,0.01
2332,CA-2017-155187,9/24/2017,9/26/2017,Second Class,LA/16780,OFF-PA-10000380,625500,0.01
2333,CA-2018-169285,3/21/2018,3/25/2018,Standard Class,RW/19690,OFF-PA-10004071,4161000,0.01
2334,CA-2018-169285,3/21/2018,3/25/2018,Standard Class,RW/19690,OFF-PA-10004971,86700,0.02
2335,CA-2015-140886,9/30/2015,10/4/2015,Standard Class,KW/16570,OFF-AP-10000696,1038240,0.03
2336,CA-2018-152695,12/10/2018,12/10/2018,Same Day,CC/12220,OFF-EN-10004030,162900,0.03
2337,CA-2018-152695,12/10/2018,12/10/2018,Same Day,CC/12220,OFF-AP-10000026,6401850,0.02
2338,CA-2015-110639,8/23/2015,8/23/2015,Same Day,RH/19495,OFF-PA-10003936,388800,0.02
2339,CA-2015-110639,8/23/2015,8/23/2015,Same Day,RH/19495,OFF-PA-10004530,688800,0.02
2340,CA-2015-121727,8/19/2015,8/24/2015,Standard Class,JK/15625,OFF-AR-10004930,160800,0.03
2341,CA-2017-137736,11/10/2017,11/15/2017,Standard Class,DC/13285,OFF-AR-10004999,627900,0.01
2342,US-2015-143231,12/31/2015,1/3/2016,First Class,GM/14455,FUR-FU-10002501,948000,0.03
2343,US-2015-143231,12/31/2015,1/3/2016,First Class,GM/14455,TEC-AC-10000358,1709550,0.03
2344,US-2015-155894,7/26/2015,7/30/2015,Second Class,CL/11890,OFF-ST-10004804,1853280,0.02
2345,CA-2017-119025,2/22/2017,2/28/2017,Standard Class,PV/18985,OFF-AP-10001205,7354800,0.02
2346,CA-2017-159373,3/13/2017,3/18/2017,Standard Class,LT/17110,OFF-PA-10000659,1051200,0.03
2347,CA-2017-159373,3/13/2017,3/18/2017,Standard Class,LT/17110,OFF-BI-10004141,,0.01
2348,CA-2017-159373,3/13/2017,3/18/2017,Standard Class,LT/17110,FUR-TA-10004619,8363775,0.01
2349,CA-2018-109701,12/2/2018,12/3/2018,Same Day,AM/10360,OFF-BI-10004187,135360,0.03
2350,CA-2018-109701,12/2/2018,12/3/2018,Same Day,AM/10360,OFF-BI-10000632,1041840,0.02
2351,CA-2018-109701,12/2/2018,12/3/2018,Same Day,AM/10360,OFF-PA-10003724,162900,0.01
2352,CA-2018-109701,12/2/2018,12/3/2018,Same Day,AM/10360,OFF-AP-10002765,1192050,0.02
2353,CA-2018-109701,12/2/2018,12/3/2018,Same Day,AM/10360,OFF-AR-10001868,151200,0.01
2354,CA-2016-111514,8/31/2016,9/2/2016,First Class,SC/20260,FUR-BO-10002545,23292465,0.03
2355,CA-2016-111514,8/31/2016,9/2/2016,First Class,SC/20260,OFF-BI-10002735,2058600,0.01
2356,CA-2016-111514,8/31/2016,9/2/2016,First Class,SC/20260,TEC-AC-10004864,547650,0.02
2357,CA-2016-111514,8/31/2016,9/2/2016,First Class,SC/20260,TEC-MA-10000597,3599640,0.02
2358,US-2015-148838,3/17/2015,3/21/2015,Standard Class,CP/12340,FUR-TA-10003473,23696190,0.01
2359,US-2015-148838,3/17/2015,3/21/2015,Standard Class,CP/12340,FUR-TA-10001950,16073640,0.01
2360,US-2015-148838,3/17/2015,3/21/2015,Standard Class,CP/12340,FUR-TA-10004175,9208620,0.03
2361,US-2015-148838,3/17/2015,3/21/2015,Standard Class,CP/12340,OFF-PA-10002960,522900,0.01
2362,US-2015-148838,3/17/2015,3/21/2015,Standard Class,CP/12340,OFF-PA-10000919,2325600,0.03
2363,CA-2018-136497,4/16/2018,4/20/2018,Standard Class,RF/19840,OFF-BI-10001553,205650,0.01
2364,US-2017-108637,3/13/2017,3/18/2017,Standard Class,AB/10060,FUR-FU-10004864,1918200,0.01
2365,US-2017-108637,3/13/2017,3/18/2017,Standard Class,AB/10060,OFF-AP-10004540,2404800,0.01
2366,US-2017-108637,3/13/2017,3/18/2017,Standard Class,AB/10060,OFF-BI-10004965,690000,0.03
2367,CA-2015-102295,11/24/2015,11/26/2015,Second Class,EH/13990,FUR-CH-10001714,1810680,0.01
2368,CA-2018-123659,2/10/2018,2/13/2018,First Class,MN/17935,OFF-PA-10002464,346800,0.01
2369,US-2017-129469,9/23/2017,9/27/2017,Standard Class,KL/16555,FUR-FU-10002298,7990560,0.02
2370,US-2017-129469,9/23/2017,9/27/2017,Standard Class,KL/16555,OFF-AR-10000315,73680,0.02
2371,CA-2018-155152,7/7/2018,7/9/2018,Second Class,MP/17965,TEC-AC-10004353,3780000,0.01
2372,CA-2017-159940,7/7/2017,7/11/2017,Second Class,BF/11020,FUR-FU-10004973,904320,0.03
2373,CA-2017-159940,7/7/2017,7/11/2017,Second Class,BF/11020,OFF-FA-10000936,39480,0.02
2374,CA-2017-159940,7/7/2017,7/11/2017,Second Class,BF/11020,OFF-PA-10001609,355320,0.02
2375,CA-2017-159940,7/7/2017,7/11/2017,Second Class,BF/11020,FUR-CH-10000785,3800580,0.02
2376,CA-2018-119669,1/24/2018,1/30/2018,Standard Class,TP/21130,OFF-FA-10000053,85050,0.03
2377,US-2015-164616,8/19/2015,8/21/2015,Second Class,MS/17770,OFF-BI-10001718,1151640,0.01
2378,US-2015-164616,8/19/2015,8/21/2015,Second Class,MS/17770,OFF-SU-10004768,137760,0.03
2379,CA-2016-148628,12/6/2016,12/11/2016,Standard Class,KM/16375,OFF-PA-10003883,491250,0.03
2380,CA-2017-118052,5/6/2017,5/10/2017,Standard Class,BE/11455,OFF-FA-10004248,108240,0.03
2381,CA-2017-118052,5/6/2017,5/10/2017,Standard Class,BE/11455,OFF-PA-10002581,743520,0.01
2382,CA-2017-118052,5/6/2017,5/10/2017,Standard Class,BE/11455,FUR-FU-10004848,820680,0.02
2383,US-2018-117534,3/25/2018,3/26/2018,First Class,CV/12295,OFF-AP-10002403,2640600,0.03
2384,US-2018-117534,3/25/2018,3/26/2018,First Class,CV/12295,OFF-AR-10003087,240300,0.03
2385,US-2018-117534,3/25/2018,3/26/2018,First Class,CV/12295,OFF-BI-10002026,2788800,0.03
2386,US-2018-117534,3/25/2018,3/26/2018,First Class,CV/12295,TEC-PH-10000141,3167520,0.02
2387,US-2018-117534,3/25/2018,3/26/2018,First Class,CV/12295,TEC-CO-10000971,7199760,0.01
2388,CA-2016-145065,12/12/2016,12/15/2016,First Class,DK/13375,OFF-FA-10001229,117900,0.01
2389,CA-2016-145065,12/12/2016,12/15/2016,First Class,DK/13375,OFF-BI-10002437,366720,0.01
2390,US-2016-127040,12/6/2016,12/10/2016,Standard Class,SG/20605,OFF-PA-10004255,97200,0.03
2391,US-2016-127040,12/6/2016,12/10/2016,Standard Class,SG/20605,OFF-PA-10001184,627900,0.01
2392,US-2016-127040,12/6/2016,12/10/2016,Standard Class,SG/20605,TEC-AC-10002637,24298650,0.03
2393,US-2016-127040,12/6/2016,12/10/2016,Standard Class,SG/20605,FUR-FU-10002878,1708800,0.03
2394,CA-2017-128111,3/17/2017,3/23/2017,Standard Class,CS/12355,OFF-AR-10000588,595200,0.02
2395,CA-2016-137897,11/14/2016,11/19/2016,Standard Class,PJ/18835,TEC-AC-10002217,564000,0.03
2396,CA-2016-137897,11/14/2016,11/19/2016,Standard Class,PJ/18835,TEC-AC-10001267,898500,0.02
2397,CA-2016-137897,11/14/2016,11/19/2016,Standard Class,PJ/18835,OFF-PA-10004041,555000,0.02
2398,CA-2018-169264,8/14/2018,8/16/2018,Second Class,NP/18700,OFF-LA-10001613,86400,0.03
2399,CA-2018-169264,8/14/2018,8/16/2018,Second Class,NP/18700,OFF-AR-10000246,250200,0.02
2400,CA-2018-147361,9/9/2018,9/15/2018,Standard Class,SB/20290,OFF-ST-10001809,9432150,0.01
2401,CA-2018-147361,9/9/2018,9/15/2018,Standard Class,SB/20290,OFF-ST-10002214,846750,0.01
2402,CA-2018-145877,4/1/2018,4/4/2018,Second Class,AS/10090,OFF-ST-10000649,1413000,0.01
2403,CA-2018-145877,4/1/2018,4/4/2018,Second Class,AS/10090,OFF-EN-10001990,426000,0.01
2404,US-2017-110170,9/27/2017,10/3/2017,Standard Class,HM/14860,FUR-BO-10000780,14349972,0.03
2405,CA-2018-108574,10/7/2018,10/11/2018,Standard Class,MG/18145,TEC-AC-10002049,16738650,0.02
2406,CA-2018-108574,10/7/2018,10/11/2018,Standard Class,MG/18145,TEC-PH-10003555,1931160,0.02
2407,CA-2018-108574,10/7/2018,10/11/2018,Standard Class,MG/18145,TEC-PH-10000702,1198800,0.03
2408,CA-2018-144589,1/20/2018,1/25/2018,Standard Class,TM/21010,OFF-AR-10003631,363000,0.01
2409,CA-2018-144589,1/20/2018,1/25/2018,Standard Class,TM/21010,TEC-PH-10003072,5399640,0.03
2410,CA-2018-155985,3/23/2018,3/25/2018,First Class,BE/11335,FUR-FU-10000758,3177600,0.03
2411,CA-2015-162684,8/1/2015,8/6/2015,Standard Class,AS/10630,OFF-FA-10000992,85200,0.03
2412,CA-2016-142041,6/7/2016,6/9/2016,Second Class,EM/13810,OFF-BI-10004187,112800,0.03
2413,CA-2015-151295,11/12/2015,11/16/2015,Standard Class,JA/15970,OFF-PA-10001947,179400,0.02
2414,CA-2015-151295,11/12/2015,11/16/2015,Standard Class,JA/15970,FUR-TA-10002356,9435960,0.01
2415,CA-2017-156300,12/29/2017,1/2/2018,Standard Class,TB/21595,FUR-CH-10001714,11316750,0.01
2416,CA-2016-146087,7/6/2016,7/11/2016,Standard Class,PP/18955,FUR-BO-10002824,4529400,0.03
2417,CA-2018-168655,10/12/2018,10/18/2018,Standard Class,ML/18040,TEC-AC-10002842,8925000,0.02
2418,CA-2018-168655,10/12/2018,10/18/2018,Standard Class,ML/18040,OFF-BI-10002082,1198080,0.01
2419,CA-2017-107202,5/21/2017,5/28/2017,Standard Class,LC/16930,TEC-MA-10000112,35946000,0.03
2420,CA-2018-159597,11/9/2018,11/14/2018,Standard Class,MC/17590,OFF-ST-10002289,953400,0.02
2421,CA-2018-159597,11/9/2018,11/14/2018,Standard Class,MC/17590,TEC-AC-10004171,1499850,0.03
2422,CA-2017-155551,4/18/2017,4/23/2017,Standard Class,CR/12580,OFF-ST-10003656,3455640,0.02
2423,CA-2017-155551,4/18/2017,4/23/2017,Standard Class,CR/12580,OFF-PA-10001560,144960,0.01
2424,US-2018-147669,12/25/2018,12/30/2018,Standard Class,SV/20935,TEC-AC-10002473,2383920,0.01
2425,US-2018-147669,12/25/2018,12/30/2018,Standard Class,SV/20935,OFF-BI-10000632,195345,0.02
2426,US-2018-147669,12/25/2018,12/30/2018,Standard Class,SV/20935,FUR-TA-10002645,4095900,0.03
2427,US-2018-147669,12/25/2018,12/30/2018,Standard Class,SV/20935,OFF-FA-10002975,589680,0.03
2428,CA-2017-169922,6/11/2017,6/17/2017,Standard Class,MZ/17515,OFF-BI-10003784,,0.01
2429,CA-2017-169922,6/11/2017,6/17/2017,Standard Class,MZ/17515,OFF-BI-10001617,124080,0.01
2430,CA-2017-169922,6/11/2017,6/17/2017,Standard Class,MZ/17515,FUR-FU-10004415,188160,0.01
2431,CA-2018-100748,5/13/2018,5/20/2018,Standard Class,RB/19795,OFF-LA-10000240,877200,0.01
2432,CA-2018-129805,12/28/2018,1/2/2019,Standard Class,HM/14860,FUR-FU-10001935,111000,0.02
2433,CA-2015-148586,3/25/2015,4/1/2015,Standard Class,AZ/10750,FUR-CH-10002439,5501790,0.03
2434,US-2018-112613,5/28/2018,6/1/2018,Standard Class,JH/15910,TEC-PH-10001536,815520,0.01
2435,CA-2016-154746,11/14/2016,11/17/2016,First Class,PJ/18835,OFF-EN-10001532,509400,0.03
2436,CA-2016-154746,11/14/2016,11/17/2016,First Class,PJ/18835,OFF-AP-10003057,12391650,0.02
2437,CA-2018-140053,7/3/2018,7/10/2018,Standard Class,CA/12265,FUR-FU-10003708,8187750,0.02
2438,CA-2015-164210,11/18/2015,11/20/2015,Second Class,PW/19240,FUR-TA-10000849,2189700,0.03
2439,CA-2015-164210,11/18/2015,11/20/2015,Second Class,PW/19240,OFF-PA-10002259,537120,0.01
2440,CA-2018-139948,7/17/2018,7/22/2018,Standard Class,SW/20455,FUR-FU-10002597,118560,0.03
2441,CA-2017-146934,5/22/2017,5/27/2017,Standard Class,AF/10870,TEC-PH-10004614,5175000,0.03
2442,CA-2017-146934,5/22/2017,5/27/2017,Standard Class,AF/10870,FUR-TA-10003748,2614290,0.01
2443,CA-2017-146934,5/22/2017,5/27/2017,Standard Class,AF/10870,OFF-AP-10003217,9942600,0.01
2444,CA-2017-146934,5/22/2017,5/27/2017,Standard Class,AF/10870,TEC-AC-10002399,1426500,0.03
2445,CA-2017-146934,5/22/2017,5/27/2017,Standard Class,AF/10870,OFF-EN-10002973,403200,0.02
2446,CA-2017-146934,5/22/2017,5/27/2017,Standard Class,AF/10870,TEC-PH-10001336,3869700,0.03
2447,CA-2016-100573,9/25/2016,10/1/2016,Standard Class,AM/10705,OFF-EN-10000461,262200,0.03
2448,CA-2017-119165,10/31/2017,11/6/2017,Standard Class,BD/11320,FUR-CH-10000988,7392525,0.03
2449,CA-2016-128027,9/14/2016,9/17/2016,Second Class,CM/12385,OFF-ST-10001809,4042350,0.03
2450,CA-2017-140207,11/5/2017,11/10/2017,Standard Class,CS/12400,OFF-BI-10003963,436800,0.03
2451,CA-2018-140949,3/17/2018,3/22/2018,Second Class,DB/13405,OFF-LA-10000081,281250,0.02
2452,CA-2018-140949,3/17/2018,3/22/2018,Second Class,DB/13405,TEC-PH-10000149,1795500,0.01
2453,CA-2018-140949,3/17/2018,3/22/2018,Second Class,DB/13405,OFF-BI-10000605,137160,0.02
2454,CA-2018-140949,3/17/2018,3/22/2018,Second Class,DB/13405,TEC-AC-10002399,855900,0.02
2455,CA-2018-140949,3/17/2018,3/22/2018,Second Class,DB/13405,TEC-AC-10003038,1074000,0.02
2456,CA-2018-140949,3/17/2018,3/22/2018,Second Class,DB/13405,OFF-ST-10000344,1611600,0.02
2457,CA-2018-140949,3/17/2018,3/22/2018,Second Class,DB/13405,OFF-LA-10004093,109650,0.01
2458,CA-2018-140949,3/17/2018,3/22/2018,Second Class,DB/13405,OFF-AR-10001683,886500,0.02
2459,CA-2018-140949,3/17/2018,3/22/2018,Second Class,DB/13405,OFF-ST-10003455,697950,0.03
2460,CA-2018-138548,8/15/2018,8/21/2018,Standard Class,JG/15160,OFF-AP-10002578,1467600,0.02
2461,CA-2016-142419,7/11/2016,7/13/2016,Second Class,SC/20380,OFF-PA-10001763,449550,0.01
2462,CA-2016-142419,7/11/2016,7/13/2016,Second Class,SC/20380,OFF-BI-10001597,1475280,0.01
2463,CA-2018-148691,12/3/2018,12/9/2018,Standard Class,CS/12460,OFF-BI-10001524,1258800,0.03
2464,CA-2018-148691,12/3/2018,12/9/2018,Standard Class,CS/12460,OFF-BI-10001553,219360,0.01
2465,CA-2018-148691,12/3/2018,12/9/2018,Standard Class,CS/12460,TEC-PH-10000576,2054850,0.01
2466,CA-2018-148691,12/3/2018,12/9/2018,Standard Class,CS/12460,OFF-LA-10001317,47250,0.02
2467,CA-2018-128755,5/4/2018,5/8/2018,Standard Class,MK/18160,OFF-PA-10000726,136650,0.02
2468,CA-2018-128755,5/4/2018,5/8/2018,Standard Class,MK/18160,OFF-ST-10003306,8571600,0.01
2469,CA-2018-128755,5/4/2018,5/8/2018,Standard Class,MK/18160,OFF-PA-10004983,486000,0.01
2470,CA-2018-128755,5/4/2018,5/8/2018,Standard Class,MK/18160,OFF-ST-10001291,253650,0.03
2471,US-2017-135923,1/22/2017,1/28/2017,Standard Class,CM/11935,FUR-FU-10002107,214080,0.02
2472,US-2017-135923,1/22/2017,1/28/2017,Standard Class,CM/11935,FUR-BO-10002213,6767040,0.02
2473,US-2017-135923,1/22/2017,1/28/2017,Standard Class,CM/11935,OFF-AP-10000692,972960,0.01
2474,CA-2017-114972,11/3/2017,11/6/2017,First Class,PF/19225,FUR-CH-10001190,3263760,0.03
2475,CA-2017-114972,11/3/2017,11/6/2017,First Class,PF/19225,TEC-AC-10000682,1244250,0.03
2476,CA-2017-114972,11/3/2017,11/6/2017,First Class,PF/19225,OFF-LA-10004545,1315650,0.03
2477,CA-2017-114972,11/3/2017,11/6/2017,First Class,PF/19225,OFF-AP-10003057,16522200,0.03
2478,CA-2018-102750,9/4/2018,9/8/2018,Second Class,GM/14695,FUR-TA-10000198,19835280,0.03
2479,CA-2015-145212,9/13/2015,9/19/2015,Standard Class,DC/12850,OFF-AR-10002833,81900,0.02
2480,CA-2018-141992,6/19/2018,6/25/2018,Standard Class,FO/14305,OFF-SU-10002557,167760,0.02
2481,CA-2018-141992,6/19/2018,6/25/2018,Standard Class,FO/14305,OFF-ST-10003656,2303760,0.01
2482,CA-2018-147956,12/24/2018,12/31/2018,Standard Class,AH/10210,OFF-ST-10001097,15054300,0.01
2483,CA-2018-126067,8/28/2018,9/3/2018,Standard Class,KN/16705,TEC-PH-10000912,527520,0.02
2484,CA-2018-126067,8/28/2018,9/3/2018,Standard Class,KN/16705,FUR-TA-10000617,17066250,0.03
2485,CA-2018-126067,8/28/2018,9/3/2018,Standard Class,KN/16705,OFF-BI-10001658,1495200,0.03
2486,CA-2018-126067,8/28/2018,9/3/2018,Standard Class,KN/16705,OFF-AR-10003856,83400,0.03
2487,CA-2016-104514,1/2/2016,1/4/2016,Second Class,CB/12535,OFF-ST-10001837,1282800,0.03
2488,CA-2016-104514,1/2/2016,1/4/2016,Second Class,CB/12535,OFF-AR-10001473,147600,0.02
2489,CA-2016-104514,1/2/2016,1/4/2016,Second Class,CB/12535,OFF-PA-10004285,300600,0.03
2490,CA-2016-141040,10/9/2016,10/13/2016,Second Class,TB/21250,TEC-PH-10001835,9479400,0.02
2491,CA-2016-141040,10/9/2016,10/13/2016,Second Class,TB/21250,OFF-PA-10002245,358800,0.02
2492,CA-2015-113579,12/13/2015,12/15/2015,Second Class,KD/16345,OFF-PA-10001457,1353600,0.02
2493,CA-2015-144624,11/19/2015,11/23/2015,Standard Class,JM/15865,TEC-PH-10002885,68232150,0.02
2494,CA-2017-146206,9/10/2017,9/14/2017,Second Class,KT/16480,FUR-TA-10004086,4513950,0.01
2495,CA-2017-146206,9/10/2017,9/14/2017,Second Class,KT/16480,TEC-PH-10000895,10799400,0.01
2496,CA-2015-136644,6/16/2015,6/22/2015,Standard Class,SC/20575,FUR-CH-10000225,9717600,0.02
2497,CA-2016-122371,9/26/2016,10/1/2016,Standard Class,BS/11800,OFF-ST-10002370,962550,0.03
2498,CA-2016-122371,9/26/2016,10/1/2016,Standard Class,BS/11800,OFF-EN-10000056,1866900,0.01
2499,CA-2017-126935,5/19/2017,5/24/2017,Standard Class,BT/11395,OFF-BI-10004817,143760,0.01
2500,US-2018-133781,6/22/2018,6/23/2018,First Class,DC/12850,OFF-EN-10004483,564120,0.01
2501,CA-2018-131618,6/17/2018,6/20/2018,First Class,LS/17200,OFF-PA-10001892,183360,0.02
2502,CA-2018-131618,6/17/2018,6/20/2018,First Class,LS/17200,OFF-BI-10000546,34560,0.01
2503,CA-2018-131618,6/17/2018,6/20/2018,First Class,LS/17200,OFF-BI-10001294,140400,0.02
2504,CA-2017-149482,11/14/2017,11/19/2017,Standard Class,RR/19315,OFF-LA-10000248,110700,0.01
2505,CA-2015-143917,7/25/2015,7/27/2015,Second Class,KL/16645,OFF-ST-10001228,805800,0.02
2506,CA-2015-143917,7/25/2015,7/27/2015,Second Class,KL/16645,OFF-SU-10000151,122814750,0.02
2507,CA-2015-143917,7/25/2015,7/27/2015,Second Class,KL/16645,FUR-FU-10004351,1168800,0.02
2508,CA-2016-120397,7/2/2016,7/2/2016,Same Day,RB/19435,OFF-AP-10001293,491760,0.02
2509,CA-2018-163902,3/2/2018,3/8/2018,Standard Class,MY/17380,TEC-PH-10000675,2951640,0.02
2510,CA-2018-163902,3/2/2018,3/8/2018,Standard Class,MY/17380,TEC-AC-10000580,7199100,0.02
2511,CA-2017-136812,11/18/2017,11/23/2017,Standard Class,AW/10930,OFF-ST-10003470,16768800,0.01
2512,CA-2016-102722,4/18/2016,4/19/2016,First Class,KW/16570,TEC-AC-10003116,1597500,0.03
2513,CA-2018-155089,12/2/2018,12/6/2018,Standard Class,DB/12910,OFF-BI-10002429,684900,0.02
2514,CA-2017-124506,11/11/2017,11/17/2017,Standard Class,BB/11545,TEC-AC-10003280,1439520,0.02
2515,CA-2017-124506,11/11/2017,11/17/2017,Standard Class,BB/11545,FUR-CH-10004540,719880,0.01
2516,CA-2015-106572,9/5/2015,9/10/2015,Standard Class,NP/18700,OFF-ST-10000585,3964800,0.03
2517,CA-2015-128888,11/15/2015,11/22/2015,Standard Class,PB/19105,OFF-EN-10003001,9069840,0.02
2518,CA-2018-123134,5/2/2018,5/7/2018,Standard Class,DW/13585,FUR-FU-10003975,1948950,0.02
2519,CA-2017-124352,10/15/2017,10/21/2017,Standard Class,CD/12790,OFF-LA-10004559,302400,0.03
2520,CA-2017-124352,10/15/2017,10/21/2017,Standard Class,CD/12790,OFF-LA-10003223,441900,0.03
2521,CA-2017-124352,10/15/2017,10/21/2017,Standard Class,CD/12790,OFF-AP-10002651,13028850,0.02
2522,CA-2017-124352,10/15/2017,10/21/2017,Standard Class,CD/12790,OFF-PA-10003177,194400,0.02
2523,CA-2017-124352,10/15/2017,10/21/2017,Standard Class,CD/12790,TEC-PH-10003442,82500,0.01
2524,CA-2017-124352,10/15/2017,10/21/2017,Standard Class,CD/12790,OFF-BI-10000977,1824000,0.03
2525,CA-2016-124541,4/6/2016,4/10/2016,Standard Class,TT/21220,OFF-AR-10004078,630720,0.03
2526,CA-2016-124541,4/6/2016,4/10/2016,Standard Class,TT/21220,TEC-AC-10002550,382320,0.02
2527,CA-2016-124541,4/6/2016,4/10/2016,Standard Class,TT/21220,OFF-BI-10004965,103500,0.02
2528,CA-2016-124541,4/6/2016,4/10/2016,Standard Class,TT/21220,OFF-BI-10004209,144720,0.01
2529,CA-2016-124541,4/6/2016,4/10/2016,Standard Class,TT/21220,OFF-PA-10001526,119520,0.01
2530,CA-2015-108707,10/24/2015,10/29/2015,Standard Class,DB/12910,OFF-PA-10000788,155520,0.01
2531,CA-2015-111500,8/17/2015,8/21/2015,Standard Class,DJ/13510,OFF-PA-10000595,1713000,0.02
2532,CA-2015-111500,8/17/2015,8/21/2015,Standard Class,DJ/13510,OFF-BI-10000829,269400,0.01
2533,CA-2015-111500,8/17/2015,8/21/2015,Standard Class,DJ/13510,OFF-FA-10002676,190050,0.02
2534,CA-2015-111500,8/17/2015,8/21/2015,Standard Class,DJ/13510,TEC-AC-10000844,5099400,0.03
